0
130 1p4 Pl
130 1p4 Pr
130 1p4 Tc
130 2b2 Al
130 2b2 Ar
130 2b2 Ll
130 2b2 Lr
130 2b2 Pl
130 2b2 Pr
130 2b2 Tc
130 2b3 Al
130 2b3 Ar
130 2b3 Ll
130 2b3 Lr
130 2b3 Pl
130 2b3 Pr
130 2b3 Tc
130 2b4 Al
130 2b4 Ar
130 2b4 Ll
130 2b4 Lr
130 2b4 Pl
130 2p3 Pl
130 2p5 Al
130 2p5 Ar
130 2p5 Lr
130 2p5 Pl
130 2p5 Pr
130 2p5 Tc
130 3b3 Ll
130 3b4 Al
130 3b4 Ar
130 3b4 Lr
130 3b4 Pl
130 3b4 Pr
130 3p2 Al
130 3p2 Ar
130 3p2 Pl
130 3p2 Pr
130 3p2 Tc
130 3p3 Al
130 3p3 Pl
130 3p3 Pr
130 3p3 Tc
130 3p4 Al
130 3p4 Pl
130 3p4 Pr
130 3p4 Tc
131 1b1 Al
132 2b1 Lr
132 2b2 Lr
133 2p2 Al
133 2p2 Ar
133 2p2 Pl
133 2p2 Tc
133 2p3 Al
133 2p3 Ar
133 2p3 Pl
133 2p3 Pr
133 2p3 Tc
133 2p4 Al
133 2p4 Ar
133 2p4 Pl
133 2p4 Pr
133 2p4 Tc
133 3p2 Al
133 3p2 Ar
133 3p2 Pl
133 3p2 Pr
133 3p4 Tc
134 2b1 Al
134 2b1 Ar
134 2b2 Al
134 2b2 Ar
134 2b3 Ar
135 2b1 Al
135 2b1 Ar
135 2b1 Pl
135 2b1 Tc
135 2b2 Al
135 2b2 Ar
135 2b2 Pl
135 2b2 Tc
135 2b3 Al
135 2b3 Ar
135 2b3 Pl
135 2b3 Pr
135 2b3 Tc
136 1b1 Ar
137 1b1 Ar
137 1b1 Ll
138 1p2 Al
138 1p2 Ar
138 1p2 Ll
138 1p2 Lr
138 1p2 Pl
138 1p2 Pr
138 1p2 Tc
138 1p3 Al
138 1p3 Ar
138 1p3 Ll
138 1p3 Lr
138 1p3 Pl
138 1p3 Pr
138 1p3 Tc
138 1p4 Ar
138 1p4 Ll
138 1p4 Lr
138 1p4 Pl
138 1p4 Pr
138 1p4 Tc
138 2p2 Al
138 2p2 Ar
138 2p2 Ll
138 2p2 Lr
138 2p2 Pl
138 2p2 Pr
138 2p2 Tc
139 1b1 Al
139 1b1 Ar
139 1b1 Ll
139 1b1 Lr
139 1b1 Pl
139 1b1 Pr
140 2b2 Ll
140 2b2 Tc
140 2b3 Ll
140 2b3 Tc
141 1b1 Pr
141 1b2 Ar
141 1b2 Lr
141 1b2 Pr
141 1b2 Tc
141 1b3 Al
141 1b3 Ar
141 1b3 Pr
142 1b1 Pl
143 1b1 Al
144 1b1 Al
144 1b1 Tc
145 2b2 Al
145 2b2 Ar
145 2b2 Lr
145 2b2 Pr
145 3b2 Ar
145 3b2 Lr
145 3b4 Pl
146 2b2 Pl
146 2b4 Al
146 2b4 Ar
146 2b4 Ll
146 2b4 Lr
146 2b4 Pr
146 8p3 Al
146 8p3 Ar
146 8p3 Lr
146 8p3 Pl
146 8p3 Pr
147 1b2 Tc
147 1b3 Tc
147 1b4 Tc
147 2b2 Al
147 2b2 Ar
147 2b2 Pl
147 2b3 Al
147 2b3 Ar
147 2b3 Ll
147 2b3 Lr
147 2b3 Pl
147 2b4 Al
147 2b4 Ar
147 2b4 Ll
147 2b4 Lr
147 2b4 Pl
148 1b1 Al
149 1b1 Al
149 1b1 Lr
149 1b1 Pl
150 1b2 Al
151 2p2 Al
151 2p2 Ar
151 2p2 Ll
151 2p2 Lr
151 2p2 Pl
151 2p2 Pr
151 2p2 Tc
151 2p3 Al
151 2p3 Ar
151 2p3 Ll
151 2p3 Lr
151 2p3 Pl
151 2p3 Pr
151 2p3 Tc
151 2p4 Al
151 2p4 Ar
151 2p4 Ll
151 2p4 Lr
151 2p4 Pl
151 2p4 Pr
151 2p4 Tc
151 3p2 Al
151 3p2 Ar
151 3p2 Lr
151 3p2 Pl
151 3p2 Pr
151 3p2 Tc
151 3p3 Ll
152 1b1 Al
153 1b1 Al
154 1b3 Al
154 1b3 Ar
154 1b3 Ll
154 1b3 Lr
154 1b3 Pl
154 1b3 Pr
154 1b3 Tc
154 2b4 Al
154 2b4 Ar
154 2b4 Ll
154 2b4 Lr
154 2b4 Pl
154 2b4 Pr
154 2b4 Tc
154 3b3 Al
154 3b3 Ar
154 3b3 Ll
154 4b4 Al
154 4b4 Ar
154 4b4 Ll
154 4b4 Lr
154 4b4 Pl
154 4b4 Pr
155 2b1 Al
156 2b3 Al
156 2b3 Ar
156 2b3 Ll
156 2b3 Lr
156 2b3 Pl
156 2b3 Pr
156 5b3 Al
156 5b3 Ar
156 5b3 Ll
156 5b3 Lr
156 5b3 Pl
156 5b3 Pr
156 8b3 Al
156 8b3 Ar
156 8b3 Ll
156 8b3 Lr
156 8b3 Pl
157 1b1 Al
157 1b1 Ar
157 1b1 Lr
157 1b1 Pl
157 1b1 Pr
158 1b3 Ar
158 1p2 Al
158 1p2 Ar
158 1p2 Ll
158 1p2 Lr
158 1p2 Pl
158 1p2 Pr
158 1p2 Tc
158 1p3 Al
158 1p3 Ar
158 1p3 Ll
158 1p3 Lr
158 1p3 Pl
158 1p3 Pr
158 1p3 Tc
158 1p4 Al
158 1p4 Ar
158 1p4 Lr
158 1p4 Pl
158 1p4 Pr
158 1p4 Tc
158 2p2 Ar
158 2p3 Lr
158 2p3 Tc
159 1b1 Al
159 1b1 Ar
159 1b1 Ll
159 1b1 Pr
160 1b2 Al
160 1b2 Ar
160 1b2 Lr
160 1b2 Pl
160 1b2 Pr
160 1b2 Tc
160 1b3 Al
160 1b3 Ar
160 1b3 Lr
160 1b3 Pl
160 1b3 Pr
160 1b3 Tc
160 1b4 Al
160 1b4 Ar
160 1b4 Lr
160 1b4 Pl
160 1b4 Pr
160 1b4 Tc
160 2b3 Lr
160 2b4 Ar
160 2b4 Pl
160 2b4 Pr
160 2b4 Tc
161 1b1 Al
161 1b1 Pl
162 1b2 Al
162 1b2 Ar
162 1b2 Ll
162 1b2 Lr
162 1b2 Pl
162 1b2 Pr
162 1b2 Tc
162 2b2 Al
162 2b2 Ar
162 2b2 Pl
162 2b2 Pr
162 2b2 Tc
162 2b3 Al
162 2b3 Ar
162 2b3 Lr
162 2b3 Pl
162 2b3 Pr
162 2b3 Tc
162 2b4 Al
162 2b4 Ar
162 2b4 Lr
162 2b4 Pl
162 2b4 Pr
162 2b4 Tc
163 2b2 Al
163 2b2 Ar
163 2b2 Ll
163 2b2 Lr
163 2b2 Pl
163 2b2 Pr
163 2b2 Tc
163 8b3 Al
163 8b3 Ar
163 8b3 Ll
163 8b3 Lr
163 8b3 Pl
163 8b3 Pr
164 1b1 Ll
165 1b1 Ar
165 1b1 Pl
165 1b1 Pr
166 1p1 Al
166 1p1 Ar
166 1p1 Ll
166 1p1 Pl
166 1p1 Pr
167 1b1 Al
167 1b1 Pr
168 1b1 Al
169 1b1 Lr
169 1b2 Ll
170 1b2 Al
170 1b2 Ar
170 1b2 Lr
170 1b2 Pl
170 1b2 Pr
170 1b2 Tc
170 1b3 Al
170 1b3 Ar
170 1b3 Ll
170 1b3 Lr
170 1b3 Pl
170 1b3 Pr
170 1b3 Tc
170 1b4 Al
170 1b4 Ar
170 1b4 Lr
170 1b4 Pl
170 1b4 Pr
170 1b4 Tc
170 2b2 Al
170 2b2 Ar
170 2b2 Lr
170 2b2 Pl
170 2b2 Pr
170 2b2 Tc
171 1b1 Al
172 1b3 Al
172 1b3 Ar
172 1b3 Ll
172 1b3 Lr
172 1b3 Pl
172 1b3 Pr
172 1b3 Tc
172 1b4 Al
172 1b4 Ar
172 1b4 Ll
172 1b4 Lr
172 1b4 Pl
172 1b4 Pr
172 1b4 Tc
172 1b5 Al
172 1b5 Ar
172 1b5 Ll
172 1b5 Lr
172 1b5 Pl
172 1b5 Pr
172 1b5 Tc
172 2b5 Al
172 2b5 Ar
172 2b5 Lr
172 2b5 Pl
172 2b5 Pr
172 2b5 Tc
173 1b1 Al
174 1p2 Ar
174 1p2 Ll
174 1p2 Lr
174 1p2 Pl
174 1p2 Pr
174 1p2 Tc
174 1p3 Ar
174 1p3 Ll
174 1p3 Lr
174 1p3 Pl
174 1p3 Pr
174 1p3 Tc
174 1p4 Ar
174 1p4 Ll
174 1p4 Lr
174 1p4 Pl
174 1p4 Pr
174 1p4 Tc
174 2p3 Al
174 2p3 Ar
174 2p3 Pl
174 2p3 Pr
174 2p3 Tc
175 1b1 Al
175 1b1 Ar
175 1b1 Ll
175 1b1 Lr
175 1b1 Pl
175 1b1 Pr
176 1b3 Al
176 1b3 Ar
176 1b3 Ll
176 1b3 Lr
176 1b3 Pl
176 1b3 Pr
176 1b3 Tc
176 1b4 Al
176 1b4 Ar
176 1b4 Ll
176 1b4 Lr
176 1b4 Pl
176 1b4 Pr
176 1b4 Tc
176 2b3 Al
176 2b3 Ar
176 2b3 Ll
176 2b3 Lr
176 2b3 Pl
176 2b3 Pr
176 2b3 Tc
177 1b2 Al
177 1b2 Ar
177 1b2 Lr
177 1b2 Pl
177 1b2 Pr
177 1b2 Tc
177 1b4 Al
177 1b4 Ar
177 1b4 Lr
177 1b4 Pl
177 1b4 Pr
177 1b4 Tc
177 2b4 Al
177 2b4 Lr
177 2b4 Pl
177 2b4 Pr
177 2b4 Tc
178 1b2 Al
178 1b2 Ar
178 1b2 Lr
178 1b2 Pl
178 1b2 Pr
178 1b2 Tc
178 1b3 Al
178 1b3 Ar
178 1b3 Lr
178 1b3 Pl
178 1b3 Pr
178 1b3 Tc
178 1b6 Al
178 1b6 Ar
178 1b6 Ll
178 1b6 Lr
178 1b6 Pl
178 1b6 Pr
178 1b6 Tc
178 2b2 Al
178 2b2 Ar
178 2b2 Lr
178 2b2 Pr
178 2b2 Tc
179 1b1 Al
179 1b1 Tc
180 1b4 Al
180 1b4 Ar
180 1b4 Lr
180 1b4 Pl
180 1b4 Pr
181 1b1 Ar
181 1b1 Tc
181 1b2 Ar
181 1b3 Tc
182 1b1 Tc
183 1b1 Pl
183 1b1 Tc
184 1b1 Ar
185 1b1 Al
185 1b1 Ar
185 1b1 Ll
185 1b1 Lr
185 1b1 Pl
185 1b1 Pr
186 2b2 Al
186 2b2 Ar
186 2b2 Lr
186 2b2 Pl
186 2b2 Pr
186 2b2 Tc
186 2b3 Al
186 2b3 Ar
186 2b3 Lr
186 2b3 Pl
186 2b3 Pr
186 2b3 Tc
186 2b4 Al
186 2b4 Ar
186 2b4 Lr
186 2b4 Pl
186 2b4 Pr
186 2b4 Tc
186 3b3 Al
186 3b3 Ar
186 3b3 Lr
186 3b3 Pl
186 3b3 Pr
186 3b3 Tc
187 1b1 Ll
188 1b1 Al
188 1b1 Ar
188 1b1 Pl
188 1b1 Tc
189 1b2 Lr
190 1b1 Tc
191 2b1 Pl
191 2b1 Pr
191 2b2 Tc
192 2b1 Al
192 2b1 Ar
192 2b2 Al
192 2b2 Ar
192 2b3 Al
192 2b3 Ar
193 1b2 Al
193 1b2 Ar
193 1b2 Ll
193 1b2 Pl
193 1b2 Pr
193 1b2 Tc
193 1b4 Lr
193 7b3 Al
193 7b3 Ar
193 7b3 Ll
193 7b3 Lr
193 7b3 Pl
193 7b3 Pr
193 7b3 Tc
194 1b1 Lr
194 1b1 Pr
195 1b1 Al
195 1b1 Ar
195 1b1 Ll
195 1b1 Lr
195 1b1 Pl
195 1b1 Pr
196 1b1 Pr
197 1b1 Al
197 1b1 Tc
198 1b5 Al
198 1b5 Ar
198 1b5 Ll
198 1b5 Lr
198 1b5 Pl
198 1b5 Pr
198 1b5 Tc
198 6p1 Al
198 6p1 Ar
198 6p1 Ll
198 6p1 Lr
198 6p1 Pl
198 6p1 Pr
198 6p1 Tc
199 2b1 Ll
199 2b3 Ll
200 2p2 Al
200 2p2 Ar
200 2p2 Lr
200 2p2 Pl
200 2p2 Pr
200 2p2 Tc
200 2p3 Al
200 2p3 Ar
200 2p3 Lr
200 2p3 Pl
200 2p3 Pr
200 2p3 Tc
200 2p4 Al
200 2p4 Ar
200 2p4 Lr
200 2p4 Pl
200 2p4 Pr
200 2p4 Tc
200 3p4 Al
200 3p4 Ar
200 3p4 Pl
200 3p4 Pr
200 3p4 Tc
201 1b1 Al
201 1b1 Ar
201 1b2 Al
201 1b2 Ar
201 1b3 Al
201 1b3 Ar
202 1b1 Ar
203 1p2 Al
203 1p2 Ar
203 1p2 Lr
203 1p2 Pl
203 1p2 Pr
203 1p2 Tc
203 1p3 Al
203 1p3 Ar
203 1p3 Pl
203 1p3 Pr
203 1p3 Tc
203 1p4 Al
203 1p4 Ar
203 1p4 Pl
203 1p4 Pr
203 1p4 Tc
203 2p3 Al
203 2p3 Ar
203 2p3 Pl
203 2p3 Pr
203 2p3 Tc
204 2b5 Al
204 2b5 Ar
204 2b5 Ll
204 7p5 Al
204 7p5 Ar
204 7p5 Ll
204 7p5 Lr
204 7p5 Pr
204 7p5 Tc
205 1b3 Al
205 1b3 Ar
205 1b3 Ll
205 1b3 Lr
205 1b3 Pl
205 1b3 Pr
205 2b2 Pr
205 2b3 Al
205 2b3 Ar
205 2b3 Ll
205 2b4 Pl
205 3b4 Al
205 3b4 Ar
205 3b4 Pl
205 3b4 Pr
205 4b2 Al
205 4b2 Ar
205 4b2 Lr
205 4b2 Pl
205 4b2 Pr
206 1b1 Ar
206 1b1 Lr
206 1b1 Pl
207 2b2 Al
207 2b2 Ar
207 2b2 Pl
207 2b2 Pr
207 2b2 Tc
207 2b3 Al
207 2b3 Ar
207 2b3 Pl
207 2b3 Pr
207 2b3 Tc
207 2b4 Al
207 2b4 Ar
207 2b4 Pl
207 2b4 Pr
207 2b4 Tc
207 3b2 Al
207 3b2 Ar
207 3b2 Lr
207 3b2 Pl
207 3b2 Pr
207 3b2 Tc
208 1b1 Ll
209 1b1 Tc
210 1b1 Al
210 1b1 Ar
211 1p2 Ar
211 1p2 Pl
211 1p2 Pr
211 1p3 Ar
211 1p5 Ar
211 2p2 Tc
211 2p3 Tc
211 2p4 Tc
212 2b2 Tc
213 1p2 Al
213 1p2 Ar
213 1p2 Lr
213 1p2 Pl
213 1p2 Pr
213 1p2 Tc
213 1p3 Al
213 1p3 Ar
213 1p3 Pl
213 1p3 Pr
213 1p5 Al
213 1p5 Ar
213 1p5 Pl
213 1p5 Pr
213 1p5 Tc
213 2p2 Al
213 2p2 Ar
213 2p2 Pl
213 2p2 Pr
213 2p2 Tc
214 1b1 Ar
215 1b2 Ar
215 1b3 Tc
216 1b1 Al
216 1b1 Pl
217 1b1 Tc
218 1b1 Al
218 1b1 Ar
218 1b1 Lr
218 1b1 Pl
218 1b1 Pr
218 1p1 Ar
218 1p1 Pl
218 1p1 Pr
219 2b1 Ar
219 2b1 Tc
219 2b2 Ar
219 2b2 Tc
219 2b3 Tc
220 1b1 Tc
220 1b2 Al
221 2b1 Al
221 2b1 Ar
221 2b1 Lr
221 2b1 Pl
221 2b2 Al
221 2b2 Ar
221 2b2 Lr
221 2b2 Pl
221 2b3 Al
221 2b3 Ar
221 2b3 Lr
221 2b3 Pr
222 1b1 Ar
222 1b1 Lr
222 1b1 Pr
223 1b1 Al
223 1b1 Ar
223 1b1 Ll
223 1b1 Lr
223 1b1 Pl
223 1b1 Pr
224 1b1 Tc
224 1b2 Al
225 1b1 Pl
226 1b1 Al
226 1b1 Ll
226 1b1 Pl
